License_ID,Brand_Name,Product_Type,Distributor
85629,ARTISAN VINTNERS GUILD,Wine,RNDC
85629,ARTISAN WINERY,Wine,RNDC
85629,ARTISTA,Wine,RNDC
85629,ASABIRAKI,Wine,RNDC
85629,ASAHI SHUZO,Wine,RNDC
85629,ASHBRIDGE LANE,Wine,RNDC
85629,ASHLEY HILL,Wine,RNDC
85629,ASTICA,Wine,RNDC
85629,ASTON DESCHAMPS,Wine,RNDC
85629,ASTRA BELLA,Wine,RNDC
85629,ASTRATTA,Wine,RNDC
85629,ATALAYA,Wine,RNDC
85629,ATALON,Wine,RNDC
85629,ATHENA,Wine,RNDC
85629,ATLAS BEAR,Wine,RNDC
85629,ATOMIC BOSS,Wine,RNDC
85629,ATREVIDO,Wine,RNDC
85629,ATTEMS,Wine,RNDC
85629,ATTO PRIMO,Wine,RNDC
85629,AU CONTRAIRE,Wine,RNDC
85629,AU VODKA CO,Low Alcohol Beverage,RNDC
85629,AUBERT L,Wine,RNDC
85629,AUBERT LEFAS VIGNERON,Wine,RNDC
85629,AUBERT VIGNOBLES,Wine,RNDC
85629,AUGUST SEBASTIANI,Wine,RNDC
85629,AURA,Wine,RNDC
85629,AURA DI VALERIE,Wine,RNDC
85629,AURELIAN,Wine,RNDC
85629,AURORE DE DAUZAC,Wine,RNDC
85629,AUROS,Wine,RNDC
85629,AUSTIN HOPE,Wine,RNDC
85629,AUSTIN VALE,Wine,RNDC
85629,AUTOMOTO,Wine,RNDC
85629,AUTORITAS,Wine,RNDC
85629,AVA GRACE,Wine,RNDC
85629,AVAILABLE,Wine,RNDC
85629,AVALINE,Wine,RNDC
85629,AVALON,Wine,RNDC
85629,AVELEDA,Wine,RNDC
85629,AVISSI,Wine,RNDC
85629,AVVIATO,Wine,RNDC
85629,AXIS,Wine,RNDC
85629,AY CARUMBA,Wine,RNDC
85629,AZIENDA AGRICOLA BOCELLI,Wine,RNDC
85629,AZUR,Wine,RNDC
85629,AZURE BAY WINES,Wine,RNDC
85629,AZZIMATO,Wine,RNDC
85629,AZZURRA,Wine,RNDC
85629,B HAPPY WINE COMPANY,Wine,RNDC
85629,B LEMON SPRITZ,Wine,RNDC
85629,BABS,Wine,RNDC
85629,BABY DOLL,Wine,RNDC
85629,BACA,Wine,RNDC
85629,BACHELOR,Wine,RNDC
85629,BACHELORETTE,Wine,RNDC
85629,BACIATO DAL SOL,Wine,RNDC
85629,BACON,Wine,RNDC
85629,BAD DOG RANCH,Wine,RNDC
85629,BADIA A COLTIBUONO,Wine,RNDC
85629,BAGLIO DI GRISI,Wine,RNDC
85629,BAGUERI,Wine,RNDC
85629,BAILEYANA,Wine,RNDC
85629,BALANCE OF POWER,Wine,RNDC
85629,BALBI VINEYARD,Wine,RNDC
85629,BALKAN CREST,Wine,RNDC
85629,BALLANTRAE WINE MERCHANTS,Wine,RNDC
85629,BALLARD LANE,Wine,RNDC
85629,BALLUN,Wine,RNDC
85629,BALTIMORE ORIOLES,Wine,RNDC
85629,BAMBOLINO,Wine,RNDC
85629,BANDANA,Wine,RNDC
85629,BANDIT,Wine,RNDC
85629,BANFI,Wine,RNDC
85629,BANJO BLUES,Wine,RNDC
85629,BANROCK STATION,Wine,RNDC
85629,BANSHEE,Wine,RNDC
85629,BAR DOG,Wine,RNDC
85629,BARBED WIRE,Wine,RNDC
85629,BARCELOS,Wine,RNDC
85629,BARKING SHEEP,Wine,RNDC
85629,BARON ALBERT,Wine,RNDC
85629,BARON DE BRANE,Wine,RNDC
85629,BARON DE CHALLET,Wine,RNDC
85629,BARON DE CHIREL,Wine,RNDC
85629,BARON DE LUZE,Wine,RNDC
85629,BARON DES CHARTRONS,Wine,RNDC
85629,BARON DES TOURS,Wine,RNDC
85629,BARON PATRICK DE LADOUCETTE,Wine,RNDC
85629,BARON PHILIPPE DE ROTHSCHILD,Wine,RNDC
85629,BARON VALROME,Wine,RNDC
85629,BARONE,Wine,RNDC
85629,BARONE MONTALTO,Wine,RNDC
85629,BARONNE DE VIGNONET,Wine,RNDC
85629,BARRE FRERES,Wine,RNDC
85629,BARREL BOX,Wine,RNDC
85629,BARREL BURNER,Wine,RNDC
85629,BARRYMORE,Wine,RNDC
85629,BARWANG,Wine,RNDC
85629,BASEDOW,Wine,RNDC
85629,BASKOLI,Wine,RNDC
85629,BATASIOLO,Wine,RNDC
85629,BATAVIA WINE CELLARS,Wine,RNDC
85629,BATCH NO 198,Wine,RNDC
85629,BATIK,Wine,RNDC
85629,BAY BRIDGE,Wine,RNDC
85629,BAYLISS & FORTUNE VINEYARDS,Wine,RNDC
85629,BAYVIEW CELLARS,Wine,RNDC
85629,BE MINE,Wine,RNDC
85629,BE MY,Wine,RNDC
85629,BE ORMEAU,Wine,RNDC
85629,BEACH BAG,Wine,RNDC
85629,BEACH DOGS,Wine,RNDC
85629,BEACH JUICE LAB,Low Alcohol Beverage,RNDC
85629,BEACH WHISKEY CO,Low Alcohol Beverage,RNDC
85629,BEACON RESERVE,Wine,RNDC
85629,BEAR ON BIKE,Wine,RNDC
85629,BEARBOAT CA,Wine,RNDC
85629,BEAUTY IN CHAOS,Wine,RNDC
85629,BEC HARDY,Wine,RNDC
85629,BECKON,Wine,RNDC
85629,BEE LIGHTLY,Wine,RNDC
85629,BEE YOU,Wine,RNDC
85629,BEE'S BOX,Wine,RNDC
85629,BEL COLLE,Wine,RNDC
85629,BEL ORMEAU,Wine,RNDC
85629,BEL SOGNO,Wine,RNDC
85629,BELAIRE CREEK,Wine,RNDC
85629,BELL MOUNTAIN,Wine,RNDC
85629,BELL'AGIO,Wine,RNDC
85629,BELLA BELLINA,Wine,RNDC
85629,BELLA FIORE,Wine,RNDC
85629,BELLA UNION,Wine,RNDC
85629,BELLE,Wine,RNDC
85629,BELLE AMBIANCE,Wine,RNDC
85629,BELLE GROVE,Wine,RNDC
85629,BELLE PROVENCALE,Wine,RNDC
85629,BELLE ROSE,Wine,RNDC
85629,BELLEVUE SEILLAN,Wine,RNDC
85629,BELLINGHAM,Wine,RNDC
85629,BELLISSIMA,Wine,RNDC
85629,BELMONDO,Wine,RNDC
85629,BELMONTI,Wine,RNDC
85629,BELPOGGIO,Wine,RNDC
85629,BELVINO,Wine,RNDC
85629,BENACCETTO,Wine,RNDC
85629,BENANTI,Wine,RNDC
85629,BENOIT XII,Wine,RNDC
85629,BENTON GROVE,Wine,RNDC
85629,BENVOLIO,Wine,RNDC
85629,BENZIGER,Wine,RNDC
85629,BENZIGER FAMILY WINERY,Wine,RNDC
85629,BENZIGER IMAGERY SERIES,Wine,RNDC
85629,BERAIL LAGARDE,Wine,RNDC
85629,BERGERON ESTATE,Wine,RNDC
85629,BERGSTROM,Wine,RNDC
85629,BERLUCCHI,Wine,RNDC
85629,BERNARD BURGAUD,Wine,RNDC
85629,BERNARD GUY,Wine,RNDC
85629,BERNE,Wine,RNDC
85629,BERRY BOMB,Wine,RNDC
85629,BERTANI,Wine,RNDC
85629,BESITOS WINERY,Wine,RNDC
85629,BESO DEL SOL,Wine,RNDC
85629,BEV,Wine,RNDC
85629,BEWITCHED,Wine,RNDC
85629,BEX,Wine,RNDC
85629,BEYERSKLOOF,Wine,RNDC
85629,BEYOND LOVE,Wine,RNDC
85629,BEZEL,Wine,RNDC
85629,BIAGIO TANGO VINO,Wine,RNDC
85629,BIBI GRAETZ,Wine,RNDC
85629,BIBO,Wine,RNDC
85629,BIELER FAMILY,Wine,RNDC
85629,BIELER PERE ET FILS,Wine,RNDC
85629,BIEN NACIDO VINEYARDS,Wine,RNDC
85629,BIG BRIGHT IDEA,Wine,RNDC
85629,BIG HAND,Wine,RNDC
85629,BIG HOUSE,Wine,RNDC
85629,BIG MACHINE,Low Alcohol Beverage,RNDC
85629,BIG MACHINE VODKA,Low Alcohol Beverage,RNDC
85629,BIG MAX,Wine,RNDC
85629,BIG SHOTS,Wine,RNDC
85629,BIGGY ROCKER,Wine,RNDC
85629,BIGI,Wine,RNDC
85629,BILLAUD SIMON,Wine,RNDC
85629,BILLINGS FARM,Wine,RNDC
85629,BILTMORE,Wine,RNDC
85629,BILTMORE ESTATE,Wine,RNDC
85629,BING BANG,Wine,RNDC
85629,BIONDI SANTI,Wine,RNDC
85629,BIOTIFULFOX,Wine,RNDC
85629,BIRDS ON A WIRE,Wine,RNDC
85629,BIRDSONG,Wine,RNDC
85629,BISANZIO,Wine,RNDC
85629,BISCAYE BAIE,Wine,RNDC
85629,BISCHOFLICHE WEINGUTER TRIER,Wine,RNDC
85629,BISOL,Wine,RNDC
85629,BISON RIDGE,Wine,RNDC
85629,BITE HARD,Wine,RNDC
85629,BIVIO,Wine,RNDC
85629,BIXIA,Wine,RNDC
85629,BLACK BIRCH,Wine,RNDC
85629,BLACK BOX,Wine,RNDC
85629,BLACK BURGUNDY THOUSAND OAKS,Wine,RNDC
85629,BLACK HOLE VINEYARDS,Wine,RNDC
85629,BLACK OPAL,Wine,RNDC
85629,BLACK POINT,Wine,RNDC
85629,BLACK SLATE,Wine,RNDC
85629,BLACK STALLION ESTATE WINERY,Wine,RNDC
85629,BLACKBERET,Wine,RNDC
85629,BLACKSTONE,Wine,RNDC
85629,BLANC DE BLEU,Wine,RNDC
85629,BLANC DE LYNCH BAGES,Wine,RNDC
85629,BLANK CANVAS,Wine,RNDC
85629,BLASON D'ISSAN,Wine,RNDC
85629,BLASON DE L'EVANGILE,Wine,RNDC
85629,BLEU ROCK VINEYARDS,Wine,RNDC
85629,BLIND TASTE,Wine,RNDC
85629,BLISS,Low Alcohol Beverage,RNDC
85629,BLOC & BARREL,Wine,RNDC
85629,BLOCK 50,Wine,RNDC
85629,BLOCK RED,Wine,RNDC
85629,BLOCK WHITE,Wine,RNDC
85629,BLOKE,Wine,RNDC
85629,BLOOMDUST,Wine,RNDC
85629,BLOSSOM HILL COLLECTION,Wine,RNDC
85629,BLOSSOM HILL WINERY,Wine,RNDC
85629,BLUE FISH,Wine,RNDC
85629,BLUE JEAN,Wine,RNDC
85629,BLUE MARLIN,Wine,RNDC
85629,BLUE NUN,Wine,RNDC
85629,BLUE RIDGE WINERY,Wine,RNDC
85629,BLUE SEIRINA,Wine,RNDC
85629,BLUE'S CORNER,Wine,RNDC
85629,BLUES POINT,Wine,RNDC
85629,BLUFELD,Wine,RNDC
85629,BOARDWALK,Wine,RNDC
85629,BOCCE,Wine,RNDC
85629,BOCELLI,Wine,RNDC
85629,BOCELLI 1831,Wine,RNDC
85629,BODEGA BELGRANO,Wine,RNDC
85629,BODEGA DE SAN ANTONIO,Wine,RNDC
85629,BODEGA FOSTER,Wine,RNDC
85629,BODEGA NORTON,Wine,RNDC
85629,BODEGA Y VINEDOS MAURICIO LORCA,Wine,RNDC
85629,BODEGAS BAI GORRI,Wine,RNDC
85629,BODEGAS BELGRANO,Wine,RNDC
85629,BODEGAS BERCEO,Wine,RNDC
85629,BODEGAS CAMPILLO,Wine,RNDC
85629,BODEGAS CARCHELO,Wine,RNDC
85629,BODEGAS CERROSOL,Wine,RNDC
85629,BODEGAS FONTANA,Wine,RNDC
85629,BODEGAS FUENTESPINA,Wine,RNDC
85629,BODEGAS FUNDADOR,Wine,RNDC
85629,BODEGAS LOS PINOS,Wine,RNDC
85629,BODEGAS MORCA,Wine,RNDC
85629,BODEGAS PAGOS DE ARAIZ,Wine,RNDC
85629,BODEGAS PALACIO,Wine,RNDC
85629,BODEGAS RODA,Wine,RNDC
85629,BODEGAS VERDUGUEZ,Wine,RNDC
85629,BODINI,Wine,RNDC
85629,BODYGUARD,Wine,RNDC
85629,BOGLE FAMILY VINEYARDS,Wine,RNDC
85629,BOGLE VINEYARDS,Wine,RNDC
85629,BOGONI,Wine,RNDC
85629,BOHEMIAN,Wine,RNDC
85629,BOISSIERE,Wine,RNDC
85629,BOLD BULL,Wine,RNDC
85629,BOLD VINE,Wine,RNDC
85629,BOLDLY GO,Wine,RNDC
85629,BOLLA,Wine,RNDC
85629,BOLLICINI,Wine,RNDC
85629,BOLLINI,Wine,RNDC
85629,BOMZZ WINE COCKTAILS,Wine,RNDC
85629,BON MAS,Wine,RNDC
85629,BONDI BLUE,Wine,RNDC
85629,BONESHAKER,Wine,RNDC
85629,BONIZIO,Wine,RNDC
85629,BONVERRE,Wine,RNDC
85629,BOOK CLUB,Wine,RNDC
85629,BOOKER VINEYARD,Wine,RNDC
85629,BOONAROO,Wine,RNDC
85629,BOOTLEG,Wine,RNDC
85629,BORDEAUX COLLECTION TRI VIN,Wine,RNDC
85629,BORGHINI,Wine,RNDC
85629,BORGO CONVENTI,Wine,RNDC
85629,BORGO MAGREDO,Wine,RNDC
85629,BORIE MANOUX,Wine,RNDC
85629,BORN FAB,Wine,RNDC
85629,BORN WILD,Wine,RNDC
85629,BORNE OF FIRE,Wine,RNDC
85629,BOSCARELLI,Wine,RNDC
85629,BOSCHENDAL,Wine,RNDC
85629,BOTA BOX VINEYARDS,Wine,RNDC
85629,BOTA MINI,Wine,RNDC
85629,BOTTEGA,Wine,RNDC
85629,BOTTEGA VINAIA,Wine,RNDC
85629,BOTTLEROCKET SPRITZ,Wine,RNDC
85629,BOUCHARD PERE & FILS,Wine,RNDC
85629,BOUCHIE CHATELLIER,Wine,RNDC
85629,BOUDINAUD,Wine,RNDC
85629,BOUGIE,Wine,RNDC
85629,BOULDER BANK,Wine,RNDC
85629,BOUQUET DE MONBRISON,Wine,RNDC
85629,BOUVET LADUBAY,Wine,RNDC
85629,BOWERS HARBOR VINEYARDS,Wine,RNDC
85629,BOX STAR,Wine,RNDC
85629,BOX WIZE,Wine,RNDC
85629,BOXI,Wine,RNDC
85629,BOYA,Wine,RNDC
85629,BRACCO,Wine,RNDC
85629,BRAIDENWOOD ESTATES,Wine,RNDC
85629,BRAMANTE COSIMI,Wine,RNDC
85629,BRAMPTON,Wine,RNDC
85629,BRANCOTT,Wine,RNDC
85629,BRANCOTT ESTATE,Wine,RNDC
85629,BRANCOTT VINEYARDS,Wine,RNDC
85629,BRANDLIN,Wine,RNDC
85629,BRASS RABBIT,Wine,RNDC
85629,BRAVA TERRA,Wine,RNDC
85629,BRAVEHEART,Wine,RNDC
85629,BRAVIUM,Wine,RNDC
85629,BRAVURA,Wine,RNDC
85629,BRAZIN,Wine,RNDC
85629,BREAD & BUTTER,Wine,RNDC
85629,BREEZETTE,Wine,RNDC
85629,BRENDEL,Wine,RNDC
85629,BRESFORD WINES,Wine,RNDC
85629,BREWER CLIFTON,Wine,RNDC
85629,BRIGHT SPIRITS SHINE,Wine,RNDC
85629,BRIGHTLANDS,Wine,RNDC
85629,BRILLIANT,Wine,RNDC
85629,BRILLO SOLAR,Wine,RNDC
85629,BROKE ESTATES,Wine,RNDC
85629,BROOK HOLLOW,Wine,RNDC
85629,BROWN BROTHERS,Wine,RNDC
85629,BROWNIE POINTS,Wine,RNDC
85629,BRUMEUX,Wine,RNDC
85629,BRUN ESTATE,Wine,RNDC
85629,BRUNO GIACOSA,Wine,RNDC
85629,BUBBLES TONIGHT,Wine,RNDC
85629,BUBBLY CELEBRATION,Wine,RNDC
85629,BUBO,Wine,RNDC
85629,BUCA DI BEPPO,Wine,RNDC
85629,BUCHLI STATION,Wine,RNDC
85629,BUCKELEY'S,Wine,RNDC
85629,BUCKET LIST,Wine,RNDC
85629,BUDHAGIRL,Wine,RNDC
85629,BUEHLER VINEYARDS,Wine,RNDC
85629,BUENA VISTA,Wine,RNDC
85629,BUGLIONI,Wine,RNDC
85629,BUISSON BATTAULT,Wine,RNDC
85629,BULGARIANA,Wine,RNDC
85629,BUMBLEBEE,Wine,RNDC
85629,BUNDLE UP,Wine,RNDC
85629,BUONA STELLA,Wine,RNDC
85629,BURGESS CELLARS,Wine,RNDC
85629,BUSHIDO,Wine,RNDC
85629,BUTTER BOMB,Wine,RNDC
85629,BUTTERFIELD STATION,Wine,RNDC
85629,BUTTERNUT,Wine,RNDC
85629,BUTTERY BOMB,Wine,RNDC
85629,BUTTONS,Wine,RNDC
85629,BYRON,Wine,RNDC
85629,BYRON VINEYARD & WINERY,Wine,RNDC
85629,BZ CELLARS,Wine,RNDC
85629,CA DEI FRATI,Wine,RNDC
85629,CA DONINI,Wine,RNDC
85629,CA WINECRAFT,Wine,RNDC
85629,CA' BERTOLDI,Wine,RNDC
85629,CA' DI RAJO,Wine,RNDC
85629,CA' MAIOL,Wine,RNDC
85629,CA' MONTINI,Wine,RNDC
85629,CA'DEL BOSCO,Wine,RNDC
85629,CA'MARCANDA,Wine,RNDC
85629,CA'MONTINI,Wine,RNDC
85629,CABALLERO DE PLATA,Wine,RNDC
85629,CABIN FEVER,Wine,RNDC
85629,CABREO,Wine,RNDC
85629,CABULOUS,Wine,RNDC
85629,CABUTTO,Wine,RNDC
85629,CADEAUX,Wine,RNDC
85629,CADIS,Wine,RNDC
85629,CADORO,Wine,RNDC
85629,CAFAGGIO,Wine,RNDC
85629,CAFE AGAVE,Wine,RNDC
85629,CAFE DE SANTO,Wine,RNDC
85629,CAKEBREAD CELLARS,Wine,RNDC
85629,CALADAN,Wine,RNDC
85629,CALATRASI,Wine,RNDC
85629,CALEB'S,Wine,RNDC
85629,CALI VINO,Wine,RNDC
85629,CALICE DE FAUGERES,Wine,RNDC
85629,CALIFORNIA 37,Wine,RNDC
85629,CALIFORNIA CONSPIRACY CELLARS,Wine,RNDC
85629,CALIFORNIA CRUSH,Wine,RNDC
85629,CALIFORNIA DREAM,Wine,RNDC
85629,CALIFORNIA ROOTS,Wine,RNDC
85629,CALIFORNIA TRADITIONS,Wine,RNDC
85629,CALIFORNIA'S JEWEL COLLECTION,Wine,RNDC
85629,CALINA,Wine,RNDC
85629,CALISTA,Wine,RNDC
85629,CALISTOGA CELLARS,Wine,RNDC
85629,CALITERRA,Wine,RNDC
85629,CALLAWAY,Wine,RNDC
85629,CALLAWAY COASTAL,Wine,RNDC
85629,CALLE AZUL,Wine,RNDC
85629,CALLIA,Wine,RNDC
85629,CALLIE COLLECTION,Wine,RNDC
85629,CALLING ALL ANGELS,Wine,RNDC
85629,CALON SEGUR,Wine,RNDC
